plot_size,date_surveyed,date_entered,botanist,site,plot,species_original,cover,species,notes,,
25,2016-09-01,,,SW Station,22,PLALAN,,PLALAN,,,
25,2016-09-01,,,SW Station,22,RHUSPP,,RHUTYP,,,
25,2016-09-01,,,SW Station,22,rabbit clover,,TRIARV,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,unknown_asteraceae_stem_leaves_yellow,,Asteraceae stem_leaves_yellow,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,BOUCUR,,BOUCUR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,BROTEC,,BROTEC,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,CORLAN,,CORLAN,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,ECHPUR,,ECHPUR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,ELYCAN,,ELYCAN,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,FESRUB,,FESRUB,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,PANVIR,,PANVIR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,22,RHUTYP,,RHUTYP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,Tall invasive Allium,,ALLVIN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,BERINC,,BERINC,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,BOUCUR,,BOUCUR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,ECHPUR,,ECHPUR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,PANVIR,,PANVIR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,RHUTYP,,RHUTYP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,22,Tragopogon sp.,,TRASPP,,,
25,2015-09-23,,,SW Station,23,ASCSYR,,ASCSYR,,,
25,2015-09-23,,,SW Station,23,BERINC,,BERINC,,,
25,2015-09-23,,,SW Station,23,CAPSPP,,CARSPP,,,
25,2015-09-23,,,SW Station,23,MONPUN,,MONPUN,,,
25,2015-09-23,,,SW Station,23,OENBIE,,OENBIE,,,
25,2015-09-23,,,SW Station,23,RUMACE,,RUMACE,,,
25,2015-09-23,,,SW Station,23,ULMsp,,ULMSPP,,,
25,2016-09-01,,,SW Station,23,ASCSYR,,ASCSYR,,,
25,2016-09-01,,,SW Station,23,BERINC,,BERINC,,,
25,2016-09-01,,,SW Station,23,CONCAN,,CONCAN,,,
25,2016-09-01,,,SW Station,23,ELYSPP,,ELYSPP,,,
25,2016-09-01,,,SW Station,23,MONPUN,,MONPUN,,,
25,2016-09-01,,,SW Station,23,POAPRA,,POAPRA,,,
25,2016-09-01,,,SW Station,23,ULMSPP,,ULMSPP,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,AMBART,,AMBART,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,ASCSYR,,ASCSYR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,unknown_asteraceae_stem_leaves_yellow,,Asteraceae stem_leaves_yellow,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,BROTEC,,BROTEC,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,CORLAN,,CORLAN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,ELYREP,,ELYREP,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,23,HYPRAD,,HYPRAD,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,MONPUN,,MONPUN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,SCHSCO,,SCHSCO,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,TRIARV ,,TRIARV ,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,23,ULMPUM,,ULMPUM,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,Tall invasive Allium,,ALLVIN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,ASCSYR,,ASCSYR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,BOUCUR,,BOUCUR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,ELYREP,,ELYREP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,MOLVER,,MOLVER,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,MONPUN,,MONPUN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,SCHSCO,,SCHSCO,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,Tragopogon sp.,,TRASPP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,TRIARV,,TRIARV,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,23,ULMPUM,,ULMPUM,,,
25,2015-09-23,,,SW Station,24,CHEALB,,CHEALB,,,
25,2015-09-23,,,SW Station,24,POAANN,,POAANN,,,
25,2015-09-23,,,SW Station,24,SILLAT,,SILLAT,,,
25,2015-09-23,,,SW Station,24,SOLCAR,,SOLCAR,,,
25,2015-09-23,,,SW Station,24,spindly,,unknown,,,
25,2016-09-01,,,SW Station,24,AMBART,,AMBART,,,
25,2016-09-01,,,SW Station,24,weedy flat seeds,,LEPCAM,,,
25,2016-09-01,,,SW Station,24,PANDIC?,,PANDIC,,,
25,2016-09-01,,,SW Station,24,SILSPP,,SILLAT,,,
25,2016-09-01,,,SW Station,24,SOLCAR,,SOLCAR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,BERINC,,BERINC,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,BOUCUR,,BOUCUR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,ELYCAN,,ELYCAN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,POLCON,,FALCON,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,MOLVER,,MOLVER,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,POTARGE,,POTARGE,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,SCHSCO,,SCHSCO,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,SILLAT,,SILLAT,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,TRADUB,,TRASPP,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,TRIARV ,,TRIARV ,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,24,VICVIL,,VICVIL,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,AMBART,,AMBART,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,ELYCAN,,ELYCAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,FALCON,,FALCON,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,HIESPP,,HIESPP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,SCHSCO,,SCHSCO,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,SILLAT,,SILLAT,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,Tragopogon sp.,,TRASPP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,24,TRIARV,,TRIARV,,,
25,2015-09-23,,,SW Station,25,AMBART,,AMBART,,,
25,2015-09-23,,,SW Station,25,CAPSPP,,CARSPP,,,
25,2015-09-23,,,SW Station,25,CORLAN,,CORLAN,,,
25,2015-09-23,,,SW Station,25,Dichanthelium sp,,DICSPP,,,
25,2015-09-23,,,SW Station,25,LESVIR,,LESVIR,,,
25,2015-09-23,,,SW Station,25,Rhus sp,,RHUSPP,,,
25,2015-09-23,,,SW Station,25,RUDHIR,,RUDHIR,,,
25,2015-09-23,,,SW Station,25,RUMACE,,RUMACE,,,
25,2015-09-23,,,SW Station,25,TAROFF,,TAROFF,,,
25,2015-09-23,,,SW Station,25,Vitis sp,,VITSPP,,,
25,2016-09-01,,,SW Station,25,AMBART,,AMBART,,,
25,2016-09-01,,,SW Station,25,BOUCUR,,BOUCUR,,,
25,2016-09-01,,,SW Station,25,CORLAN,,CORLAN,,,
25,2016-09-01,,,SW Station,25,LESCAP,,LESCAP,,,
25,2016-09-01,,,SW Station,25,LESVIR,,LESVIR,,,
25,2016-09-01,,,SW Station,25,RHUSPP,,RHUSPP,,,
25,2016-09-01,,,SW Station,25,RUDHIR,,RUDHIR,,,
25,2016-09-01,,,SW Station,25,VITRIP,,VITRIP,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,AMBART,,AMBART,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,Oat,,AVESAT,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,BOUCUR,,BOUCUR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,BROTEC,,BROTEC,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,Cyperus,,CYPSPP,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,DALPUR,,DALPUR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,LESVIR,,LESVIR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,RHUTYP,,RHUTYP,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,SCHSCO,,SCHSCO,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,25,VITRIP,,VITRIP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,AMBART,,AMBART,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,CORLAN,,CORLAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,DIGSAN,,DIGSAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,ELYCAN,,ELYCAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,LESCAP,,LESCAP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,LESVIR,,LESVIR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,RATPIN,,RATPIN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,RHUTYP,,RHUTYP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,SCHSCO,,SCHSCO,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,Tragopogon sp.,,TRASPP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,25,VICCUL,,VITVIN,,,
25,2015-09-23,,,SW Station,26,AMBART,,AMBART,,,
25,2015-09-23,,,SW Station,26,CHE sp.,,CHEALB,,,
25,2015-09-23,,,SW Station,26,OXASTR,,OXASTR,,,
25,2015-09-23,,,SW Station,26,PHYAME,,PHYAME,,,
25,2015-09-23,,,SW Station,26,PLALAN,,PLALAN,,,
25,2015-09-23,,,SW Station,26,POAPRA,,POAPRA,,,
25,2015-09-23,,,SW Station,26,Rhus sp,,RHUSPP,,,
25,2015-09-23,,,SW Station,26,RUMACE,,RUMACE,,,
25,2015-09-23,,,SW Station,26,TRIARV,,TRIARV,,,
25,2016-09-09,,,SW Station,26,AMBART,,AMBART,,,
25,2016-09-09,,,SW Station,26,ANDGER,,ANDGER,,,
25,2016-09-09,,,SW Station,26,BOUCUR,,BOUCUR,sample,,
25,2016-09-09,,,SW Station,26,KRISPP,,KRISPP,,,
25,2016-09-09,,,SW Station,26,MONPUN,,MONPUN,,,
25,2016-09-09,,,SW Station,26,PHYAME,,PHYAME,,,
25,2016-09-09,,,SW Station,26,POAPRA,,POAPRA,,,
25,2016-09-09,,,SW Station,26,TRIARV,,TRIARV,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,ANDGER,,ANDGER,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,unknown_asteraceae_stem_leaves_yellow,,Asteraceae stem_leaves_yellow,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,BOUCUR,,BOUCUR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,CONCAN,,CONCAN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,DESCAN,,DESILL,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,DIGSAN,,DIGSAN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,FESRUBAGG,,FESRUBAGG,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,MONPUN,,MONPUN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,OENBIE,,OENBIE,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,OXASTR,,OXASTR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,PHYAME,,PHYAME,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,26,RHUTYP,,RHUTYP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,ANDGER,,ANDGER,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,ASCSYR,,ASCSYR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,BOUCUR,,BOUCUR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,DESILE,,DESILL,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,DIGSAN,,DIGSAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,LEPCAM,,LEPCAM,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,26,SCHSCO,,SCHSCO,,,
25,2015-09-23,,,SW Station,27,ASCSYR,,ASCSYR,,,
25,2015-09-23,,,SW Station,27,CAPSPP,,CARSPP,,,
25,2015-09-23,,,SW Station,27,CHEsp,,CHEALB,,,
25,2015-09-23,,,SW Station,27,ELYSP,,ELYSPP,,,
25,2015-09-23,,,SW Station,27,OXASTR,,OXASTR,,,
25,2015-09-23,,,SW Station,27,PHYAME,,PHYAME,,,
25,2015-09-23,,,SW Station,27,RUMACE,,RUMACE,,,
25,2015-09-23,,,SW Station,27,Viola sp Johnny?,,VIOSPP,,,
25,2016-09-09,,,SW Station,27,ASCSYR,,ASCSYR,,,
25,2016-09-09,,,SW Station,27,BOUCUR,,BOUCUR,,,
25,2016-09-09,,,SW Station,27,CONCAN,,CONCAN,,,
25,2016-09-09,,,SW Station,27,CORLAN,,CORLAN,,,
25,2016-09-09,,,SW Station,27,ELYREP,,ELYREP,,,
25,2016-09-09,,,SW Station,27,POLSPP,,FALCON,,,
25,2016-09-09,,,SW Station,27,OXASTR,,OXASTR,,,
25,2016-09-09,,,SW Station,27,PHYAME,,PHYAME,,,
25,2016-09-09,,,SW Station,27,RHUTYP,,RHUTYP,,,
25,2016-09-09,,,SW Station,27,SCHSCO,,SCHSCO,,,
25,2016-09-09,,,SW Station,27,SILLAT,,SILLAT,,,
25,2016-09-09,,,SW Station,27,VICSPP,,VICSPP,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,BOUCUR,,BOUCUR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,CONCAN,,CONCAN,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,OXASPP,,OXASTR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,PANVIR,,PANVIR,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,PHYAME,,PHYAME,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,RATPIN,,RATPIN,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,RHUTYP,,RHUTYP,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,TRIARV ,,TRIARV ,,,
25,2017-08-18,2017-01-05,Anna M. Groves,SW Station,27,VICVIL,,VICVIL,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,ASCSYR,,ASCSYR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,BOUCUR,,BOUCUR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,CONCAN,,CONCAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,DIGCOG,,DIGCOG,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,ELYCAN,,ELYCAN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,OXASTR,,OXASTR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,PANVIR,,PANVIR,or Festuca saximontana,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,Fescue?,,Poaceae,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,RATPIN,,RATPIN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,RHUTYP,,RHUTYP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,SILLAT,,SILLAT,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,TRIARV,,TRIARV,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,27,VICVIL,,VICVIL,,,
25,2015-09-23,,,SW Station,28,AMASPP,,AMASPP,,,
25,2015-09-23,,,SW Station,28,DALPUR,,DALPUR,,,
25,2015-09-23,,,SW Station,28,Dichanthelium sp,,DICSPP,,,
25,2015-09-23,,,SW Station,28,LESCAP,,LESCAP,,,
25,2015-09-23,,,SW Station,28,MOLVER,,MOLVER,,,
25,2015-09-23,,,SW Station,28,PHYAME,,PHYAME,,,
25,2015-09-23,,,SW Station,28,POAANN,,POAANN,,,
25,2015-09-23,,,SW Station,28,TRIARV,,TRIARV,,,
25,2016-09-09,,,SW Station,28,CONCAN,,CONCAN,,,
25,2016-09-09,,,SW Station,28,CORLAN,,CORLAN,,,
25,2016-09-09,,,SW Station,28,POLSPP,,FALCON,,,
25,2016-09-09,,,SW Station,28,weedy flat seeds,,LEPCAM,,,
25,2016-09-09,,,SW Station,28,LESCAP,,LESCAP,,,
25,2016-09-09,,,SW Station,28,OENBIE,,OENBIE,,,
25,2016-09-09,,,SW Station,28,PANDIC?,,PANDIC,,,
25,2016-09-09,,,SW Station,28,PHYAME,,PHYAME,,,
25,2016-09-09,,,SW Station,28,RUDHIR,,RUDHIR,,,
25,2016-09-09,,,SW Station,28,SILLAT,,SILLAT,,,
25,2016-09-09,,,SW Station,28,TRIARV,,TRIARV,,,
25,2016-09-09,,,SW Station,28,UNK,,unknown,,,
25,2016-09-09,,,SW Station,28,VICSPP,,VICSPP,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,ASCSYR,,ASCSYR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,unknown_asteraceae_stem_leaves_yellow,,Asteraceae stem_leaves_yellow,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,DALPUR,,DALPUR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,DIGCOG,,DIGCOG,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,ELYCAN,,ELYCAN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,FESRUBAGG,,FESRUBAGG,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,LESCAP,,LESCAP,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,RATPIN,,RATPIN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,RUMACE,,RUMACE,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,28,TRADUB,,TRASPP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,ASCSYR,,ASCSYR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,DIGCOG,,DIGCOG,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,LESCAP,,LESCAP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,LESVIR,,LESVIR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,OXASTR,,OXASTR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,RATPIN,,RATPIN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,RUDHIR,,RUDHIR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,RUMCRI,,RUMCRI,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,SCHSCO,,SCHSCO,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,SILLAT,,SILLAT,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,Stellaria sp.,,STEMED,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,Tragopogon sp.,,TRASPP,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,28,VICVIL,,VICVIL,,,
25,2015-09-23,,,SW Station,29,AMASPP,,AMASPP,,,
25,2015-09-23,,,SW Station,29,AMBART,,AMBART,,,
25,2015-09-23,,,SW Station,29,ASCSYR,,ASCSYR,,,
25,2015-09-23,,,SW Station,29,CAPSPP,,CARSPP,,,
25,2015-09-23,,,SW Station,29,CHEsp,,CHEALB,,,
25,2015-09-23,,,SW Station,29,CONCAN,,CONCAN,,,
25,2015-09-23,,,SW Station,29,CORLAN,,CORLAN,,,
25,2015-09-23,,,SW Station,29,DALPUR,,DALPUR,,,
25,2015-09-23,,,SW Station,29,DESILL,,DESILL,,,
25,2015-09-23,,,SW Station,29,LESCAP,,LESCAP,,,
25,2015-09-23,,,SW Station,29,MONPUN,,MONPUN,,,
25,2015-09-23,,,SW Station,29,PHYAME,,PHYAME,,,
25,2015-09-23,,,SW Station,29,PLALAN,,PLALAN,,,
25,2015-09-23,,,SW Station,29,SOLCAR,,SOLCAR,,,
25,2015-09-23,,,SW Station,29,VERSTR,,VERSTR,,,
25,2016-09-09,,,SW Station,29,AMBART,,AMBART,,,
25,2016-09-09,,,SW Station,29,ASCSYR,,ASCSYR,,,
25,2016-09-09,,,SW Station,29,ASCTUB,,ASCTUB,,,
25,2016-09-09,,,SW Station,29,BOUCUR,,BOUCUR,,,
25,2016-09-09,,,SW Station,29,CONCAN,,CONCAN,,,
25,2016-09-09,,,SW Station,29,CORLAN,,CORLAN,,,
25,2016-09-09,,,SW Station,29,DALPIN,,DALPUR,,,
25,2016-09-09,,,SW Station,29,LESVIR,,LESVIR,,,
25,2016-09-09,,,SW Station,29,MONPUN,,MONPUN,,,
25,2016-09-09,,,SW Station,29,PANVIR,,PANVIR,,,
25,2016-09-09,,,SW Station,29,PHYAME,,PHYAME,,,
25,2016-09-09,,,SW Station,29,PLALAN,,PLALAN,,,
25,2016-09-09,,,SW Station,29,VERSPP,,VERSTR,,,
25,2016-09-09,,,SW Station,29,VICSPP,,VICSPP,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,AMBART,,AMBART,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,ASCSYR,,ASCSYR,heart shaped unknown,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,ASCTUB,,ASCTUB,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,BOUCUR,,BOUCUR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,BROTEC,,BROTEC,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,CORLAN,,CORLAN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,DIGCOG,,DIGCOG,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,little mustard,,LEPCAM,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,LESVIR,,LESVIR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,MONPUN,,MONPUN,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,PANVIR,,PANVIR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,PHYAME,,PHYAME,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,29,VERSTR,,VERSTR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,AMBART,,AMBART,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,ASCSYR,,ASCSYR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,ASCTUB,,ASCTUB,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,BOUCUR,,BOUCUR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,BROTEC,,BROTEC,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,CORLAN,,CORLAN,or Festuca saximontana,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,DESILE,,DESILL,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,DIGCOG,,DIGCOG,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,LEPCAM,,LEPCAM,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,LESVIR,,LESVIR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,MONPUN,,MONPUN,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,PANVIR,,PANVIR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,RUMACL,,RUMACL,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,SILVUL,,SILVUL,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,Stellaria sp.,,STEMED,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,VERSTR,,VERSTR,,,
25,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,29,VICVIL,,VICVIL,,,
25,2015-09-23,,,SW Station,30,ASPOFF,,ASPOFF,,,
25,2015-09-23,,,SW Station,30,CORLAN,,CORLAN,,,
25,2015-09-23,,,SW Station,30,OENBIE,,OENBIE,,,
25,2015-09-23,,,SW Station,30,PHYAME,,PHYAME,,,
25,2015-09-23,,,SW Station,30,POAPRE,,POAPRA,,,
25,2015-09-23,,,SW Station,30,SOLCAR,,SOLCAR,,,
25,2016-09-09,,,SW Station,30,ASPOFF,,ASPOFF,,,
25,2016-09-09,,,SW Station,30,BOUCUR,,BOUCUR,,,
25,2016-09-09,,,SW Station,30,CORLAN,,CORLAN,,,
25,2016-09-09,,,SW Station,30,PLALAN,,PLALAN,,,
25,2016-09-09,,,SW Station,30,POAPRA,,POAPRA,,,
25,2016-09-09,,,SW Station,30,RATPIN,,RATPIN,,,
25,2016-09-09,,,SW Station,30,SILLAT,,SILLAT,,,
25,2016-09-09,,,SW Station,30,SOLCAR,,SOLCAR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,30,ASCSYR,,ASCSYR,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,30,ASPOFF,,ASPOFF,,,
25,2017-08-18,2017-01-05,Lars A. Brudvig,SW Station,30,BOUCUR,,BOUCUR,,,
